chr	start	end	query	window	variations	variations_scl	dmp_max	sc_val	sc_max	w_num	dmp_num	std	median	mean	skew
chr1A__chi	1	1000000	Agron	chr1A_WhJag_500001_550000	46	-0.2702498238670886	0	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	Agron	chr1A_WhJag_550001_600000	31	-0.3795605802539011	0	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	Agron	chr1A_WhJag_600001_650000	28	-0.40142273153126357	0	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	Agron	chr1A_WhJag_650001_700000	37	-0.3358362776991761	0	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	Agron	chr1A_WhJag_700001_750000	39	-0.32126151018093446	0	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	Agron	chr1A_WhJag_750001_800000	30	-0.3868479640130219	0	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	Agron	chr1A_WhJag_800001_850000	19	-0.46700918536335106	0	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	Agron	chr1A_WhJag_850001_900000	49	-0.24838767258972616	0	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	Agron	chr1A_WhJag_900001_950000	51	-0.2338129050714845	0	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	Agron	chr1A_WhJag_950001_1000000	34	-0.3576984289765386	0	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1000001	2000000	Agron	chr1A_1000001_1050000	17	-0.4815839528815927	0	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	Agron	chr1A_1050001_1100000	33	-0.36498581273565944	0	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	Agron	chr1A_1100001_1150000	21	-0.4524344178451094	0	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	Agron	chr1A_1150001_1200000	57	-0.19008860251675952	0	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	Agron	chr1A_1200001_1250000	36	-0.3431236614582969	0	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	Agron	chr1A_1250001_1300000	13	-0.510733487918076	0	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	Agron	chr1A_1300001_1350000	26	-0.4159974990495052	0	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	Agron	chr1A_1350001_1400000	72	-0.08077784612994708	0	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	Agron	chr1A_1400001_1450000	282	1.449572743285427	0	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	Agron	chr1A_1450001_1500000	208	0.9103063451104857	0	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	Agron	chr1A_1500001_1550000	156	0.5313623896362026	0	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	Agron	chr1A_1550001_1600000	24	-0.4305722665677469	0	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	Agron	chr1A_1600001_1650000	197	0.8301451237601566	0	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	Agron	chr1A_1650001_1700000	491	2.9726359489416803	0	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	Agron	chr1A_1700001_1750000	295	1.5443087321539979	0	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	Agron	chr1A_1750001_1800000	380	2.1637363516792685	0	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	Agron	chr1A_1800001_1850000	431	2.5353929233944306	0	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	Agron	chr1A_1850001_1900000	377	2.141874200401906	0	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	Agron	chr1A_1900001_1950000	489	2.9580611814234388	0	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	Agron	chr1A_1950001_2000000	414	2.4115073994893765	0	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	Agron	chr1A_WhJag_1000001_1050000	19	-0.46700918536335106	0	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	Agron	chr1A_WhJag_1050001_1100000	35	-0.3504110452174178	0	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	Agron	chr1A_WhJag_1100001_1150000	40	-0.3139741264218136	0	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	Agron	chr1A_WhJag_1200001_1250000	25	-0.4232848828086261	0	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	Agron	chr1A_WhJag_1250001_1300000	21	-0.4524344178451094	0	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	Agron	chr1A_WhJag_1300001_1350000	18	-0.47429656912247187	0	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	Agron	chr1A_WhJag_1350001_1400000	111	0.20343012047576528	0	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	Agron	chr1A_WhJag_1550001_1600000	14	-0.5034461041589552	0	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	Agron	chr1A_WhJag_1600001_1650000	25	-0.4232848828086261	0	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	2000001	2100000	Agron	chr1A_2000001_2050000	469	2.812313506241022	0	0	dmp_0.5	2	2	25.5	467.5	477.1	1.04
chr1A__chi	2000001	2100000	Agron	chr1A_2050001_2100000	451	2.6811405985768473	0	0	dmp_0.5	2	2	25.5	467.5	477.1	1.04
chr1A__chi	1	1000000	WATDE0010	chr1A_1_50000	28	-0.40142273153126357	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0010	chr1A_50001_100000	65	-0.13178953244379288	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0010	chr1A_100001_150000	34	-0.3576984289765386	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0010	chr1A_150001_200000	30	-0.3868479640130219	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0010	chr1A_200001_250000	23	-0.43785965032686774	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0010	chr1A_250001_300000	17	-0.4815839528815927	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0010	chr1A_300001_350000	69	-0.10263999740730957	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0010	chr1A_350001_400000	32	-0.37227319649478025	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0010	chr1A_400001_450000	19	-0.46700918536335106	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0010	chr1A_450001_500000	8	-0.5471704067136801	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0010	chr1A_500001_550000	11	-0.5253082554363177	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0010	chr1A_550001_600000	31	-0.3795605802539011	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0010	chr1A_600001_650000	21	-0.4524344178451094	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0010	chr1A_650001_700000	15	-0.4961587203998344	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0010	chr1A_700001_750000	16	-0.4888713366407135	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0010	chr1A_750001_800000	11	-0.5253082554363177	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0010	chr1A_800001_850000	20	-0.4597218016042302	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0010	chr1A_850001_900000	18	-0.47429656912247187	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0010	chr1A_900001_950000	30	-0.3868479640130219	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0010	chr1A_950001_1000000	23	-0.43785965032686774	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0010	chr1A_WhJag_150001_200000	21	-0.4524344178451094	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0010	chr1A_WhJag_200001_250000	17	-0.4815839528815927	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0010	chr1A_WhJag_400001_450000	15	-0.4961587203998344	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0010	chr1A_WhJag_450001_500000	12	-0.5180208716771968	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0010	chr1A_WhJag_500001_550000	19	-0.46700918536335106	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0010	chr1A_WhJag_550001_600000	26	-0.4159974990495052	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0010	chr1A_WhJag_600001_650000	19	-0.46700918536335106	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0010	chr1A_WhJag_650001_700000	16	-0.4888713366407135	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0010	chr1A_WhJag_700001_750000	22	-0.44514703408598855	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0010	chr1A_WhJag_750001_800000	11	-0.5253082554363177	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0010	chr1A_WhJag_800001_850000	9	-0.5398830229545594	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0010	chr1A_WhJag_850001_900000	25	-0.4232848828086261	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0010	chr1A_WhJag_900001_950000	19	-0.46700918536335106	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0010	chr1A_WhJag_950001_1000000	12	-0.5180208716771968	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1000001	2000000	WATDE0010	chr1A_1000001_1050000	8	-0.5471704067136801	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0010	chr1A_1050001_1100000	16	-0.4888713366407135	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0010	chr1A_1100001_1150000	16	-0.4888713366407135	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0010	chr1A_1150001_1200000	20	-0.4597218016042302	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0010	chr1A_1200001_1250000	103	0.14513105040279864	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0010	chr1A_1250001_1300000	13	-0.510733487918076	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0010	chr1A_1300001_1350000	15	-0.4961587203998344	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0010	chr1A_1350001_1400000	10	-0.5325956391954385	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0010	chr1A_1400001_1450000	13	-0.510733487918076	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0010	chr1A_1450001_1500000	34	-0.3576984289765386	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0010	chr1A_1500001_1550000	9	-0.5398830229545594	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0010	chr1A_1550001_1600000	15	-0.4961587203998344	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0010	chr1A_1600001_1650000	196	0.8228577400010357	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0010	chr1A_1650001_1700000	495	3.0017854839781637	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0010	chr1A_1700001_1750000	330	1.799367163723227	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0010	chr1A_1750001_1800000	386	2.2074606542339934	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0010	chr1A_1800001_1850000	423	2.477093853321464	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0010	chr1A_1850001_1900000	397	2.2876218755843225	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0010	chr1A_1900001_1950000	520	3.1839700779561846	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0010	chr1A_1950001_2000000	435	2.564542458430914	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0010	chr1A_WhJag_1000001_1050000	9	-0.5398830229545594	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0010	chr1A_WhJag_1050001_1100000	11	-0.5253082554363177	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0010	chr1A_WhJag_1100001_1150000	10	-0.5325956391954385	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0010	chr1A_WhJag_1200001_1250000	13	-0.510733487918076	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0010	chr1A_WhJag_1250001_1300000	17	-0.4815839528815927	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0010	chr1A_WhJag_1300001_1350000	11	-0.5253082554363177	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0010	chr1A_WhJag_1350001_1400000	26	-0.4159974990495052	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0010	chr1A_WhJag_1550001_1600000	11	-0.5253082554363177	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0010	chr1A_WhJag_1600001_1650000	11	-0.5253082554363177	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	2000001	2100000	WATDE0010	chr1A_2000001_2050000	489	2.9580611814234388	1	0	dmp_0.5	2	2	25.5	467.5	477.1	1.04
chr1A__chi	2000001	2100000	WATDE0010	chr1A_2050001_2100000	461	2.7540144361680556	1	0	dmp_0.5	2	2	25.5	467.5	477.1	1.04
chr1A__chi	1	1000000	WATDE0020	chr1A_1_50000	25	-0.4232848828086261	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0020	chr1A_50001_100000	22	-0.44514703408598855	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0020	chr1A_100001_150000	37	-0.3358362776991761	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0020	chr1A_150001_200000	31	-0.3795605802539011	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0020	chr1A_200001_250000	35	-0.3504110452174178	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0020	chr1A_250001_300000	23	-0.43785965032686774	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0020	chr1A_300001_350000	75	-0.05891569485258459	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0020	chr1A_350001_400000	37	-0.3358362776991761	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0020	chr1A_400001_450000	27	-0.4087101152903844	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0020	chr1A_450001_500000	18	-0.47429656912247187	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0020	chr1A_500001_550000	18	-0.47429656912247187	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0020	chr1A_550001_600000	33	-0.36498581273565944	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0020	chr1A_600001_650000	21	-0.4524344178451094	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0020	chr1A_650001_700000	31	-0.3795605802539011	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0020	chr1A_700001_750000	38	-0.32854889394005526	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0020	chr1A_750001_800000	19	-0.46700918536335106	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0020	chr1A_800001_850000	84	0.006670758979502876	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0020	chr1A_850001_900000	26	-0.4159974990495052	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0020	chr1A_900001_950000	43	-0.29211197514445114	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0020	chr1A_950001_1000000	22	-0.44514703408598855	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0020	chr1A_WhJag_150001_200000	9	-0.5398830229545594	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0020	chr1A_WhJag_200001_250000	8	-0.5471704067136801	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0020	chr1A_WhJag_400001_450000	9	-0.5398830229545594	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0020	chr1A_WhJag_450001_500000	8	-0.5471704067136801	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0020	chr1A_WhJag_500001_550000	13	-0.510733487918076	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0020	chr1A_WhJag_550001_600000	8	-0.5471704067136801	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0020	chr1A_WhJag_600001_650000	4	-0.5763199417501634	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0020	chr1A_WhJag_650001_700000	21	-0.4524344178451094	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0020	chr1A_WhJag_700001_750000	18	-0.47429656912247187	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0020	chr1A_WhJag_750001_800000	12	-0.5180208716771968	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0020	chr1A_WhJag_800001_850000	8	-0.5471704067136801	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0020	chr1A_WhJag_850001_900000	13	-0.510733487918076	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0020	chr1A_WhJag_900001_950000	10	-0.5325956391954385	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	WATDE0020	chr1A_WhJag_950001_1000000	6	-0.5617451742319218	1	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1000001	2000000	WATDE0020	chr1A_1000001_1050000	12	-0.5180208716771968	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0020	chr1A_1050001_1100000	21	-0.4524344178451094	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0020	chr1A_1100001_1150000	22	-0.44514703408598855	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0020	chr1A_1150001_1200000	26	-0.4159974990495052	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0020	chr1A_1200001_1250000	37	-0.3358362776991761	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0020	chr1A_1250001_1300000	8	-0.5471704067136801	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0020	chr1A_1300001_1350000	28	-0.40142273153126357	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0020	chr1A_1350001_1400000	28	-0.40142273153126357	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0020	chr1A_1400001_1450000	8	-0.5471704067136801	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0020	chr1A_1450001_1500000	35	-0.3504110452174178	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0020	chr1A_1500001_1550000	10	-0.5325956391954385	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0020	chr1A_1550001_1600000	21	-0.4524344178451094	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0020	chr1A_1600001_1650000	28	-0.40142273153126357	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
